id_in_session,code,_is_bot,_index_in_pages,_max_page_index,_current_app_name,_current_page_name,time_started_utc,visited,participant_code,session_code,is_demo,real_world_currency_per_point,name,participation_fee,id_in_group,payoff,reserve_m_1,reserve_m_2,value_1,value_1_1,value_1_2,value_1_3,value_1_4,value_1_5,value_1_6,value_2,value_2_1,value_2_2,value_2_3,value_2_4,value_2_5,value_2_6,value_1_max,value_2_max,reserve_p_2,upfront_2,random_m_1,random_m_2,reserve_2,profit_1,profit_2,profit,get_1,get_2,revenue,revenue_1,revenue_2,account_1,account_2,account,earn,bonus,getmyerson_1,getmyerson_2,getpost_2,lucky,finalpay,quiz1,quiz2,quiz3,quiz4,p_reserve_m_1,p_reserve_m_2,p_value_1,p_value_1_1,p_value_1_2,p_value_1_3,p_value_2,p_value_2_1,p_value_2_2,p_value_1_max,p_value_2_max,p_reserve_p_2,p_upfront_2,p_random_m_1,p_random_m_2,p_reserve_2,p_profit_1,p_profit_2,p_profit,p_get_1,p_get_2,p_revenue,p_revenue_1,p_revenue_2,p_getmyerson_1,p_getmyerson_2,p_getpost_2,p_bid_1,p_enter_2,p_bid_2,bid_1,enter_2,bid_2,lottery1,lottery2,lottery3,lottery4,lottery5,lottery6,lottery7,lottery8,lottery9,lottery10,survey1,survey2,survey3,survey4,survey5,survey6,surveyid,id_in_subsession,round_number,date,treatment,survey3grad
13,5kopi4kh,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-14 19:15:31.721116,1,66.0,e5rgxdkc,0,0.1,Non_clairvoyant_dynamic_worse_2,0.0,13,66.0,2.0,2.0,4.0,0,1,0,0,0,0,4.0,0,1,0,0,0,0,8.0,8.0,0.0,3.0,0.0,1.0,2.0,4.0,2.0,16.0,1.0,1.0,5.0,0.0,5.0,54.0,56.0,66.0,6.6,10.0,1.0,1.0,1.0,5,16.6,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,1.0,4.0,1.0,0.0,1.0,-2.0,1.0,-1.0,1.0,1.0,9.0,4.0,5.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,4.0,i guessed,i guessed,13,1,1,0914,2,
14,ocuy6kyq,0,36,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-14 19:15:42.208804,1,58.0,e5rgxdkc,0,0.1,Non_clairvoyant_dynamic_worse_2,0.0,14,58.0,2.0,2.0,2.0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,4.0,8.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,8.0,1.0,1.0,3.0,0.0,3.0,52.0,53.0,58.0,5.8,5.0,1.0,1.0,1.0,7,15.8,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0,1,0,6.0,0,1,8.0,12.0,3.0,2.0,1.0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,6.0,0.0,6.0,0.0,1.0,1.0,2.0,1.0,6.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,5.0,,,,14,1,1,0914,2,
15,f3eh1wt4,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-14 19:15:53.792784,1,62.0,e5rgxdkc,0,0.1,Non_clairvoyant_dynamic_worse_2,0.0,15,62.0,2.0,2.0,2.0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,4.0,8.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,12.0,1.0,1.0,7.0,2.0,5.0,50.0,52.0,62.0,6.2,10.0,1.0,1.0,1.0,5,16.2,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0,1,0,6.0,0,1,8.0,12.0,0.0,5.0,0.0,0.0,0.0,4.0,1.0,5.0,1.0,1.0,5.0,0.0,5.0,1.0,1.0,1.0,7.0,1.0,12.0,4.0,1.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,8.0,,"Because you got the item based on if the bid was higher or equal to, I would bid higher to receive the item. ",I payed for the membership for the game to keep going. I also bided higher to receive the item. ,15,1,1,0914,2,
16,cxeugwcd,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-14 19:16:10.717074,1,66.0,e5rgxdkc,0,0.1,Non_clairvoyant_dynamic_worse_2,0.0,16,66.0,2.0,2.0,8.0,0,0,1,0,0,0,2.0,1,0,0,0,0,0,16.0,4.0,0.0,3.0,0.0,1.0,2.0,8.0,0.0,16.0,1.0,1.0,5.0,0.0,5.0,58.0,58.0,66.0,6.6,8.0,1.0,1.0,1.0,6,16.6,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0,1,0,4.0,1,0,8.0,8.0,1.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,4.0,8.0,1.0,1.0,1.0,4.0,1.0,4.0,8.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,23.0,10.0,,,,16,1,1,0914,2,
17,wclgawo5,0,37,36,Non_clairvoyant_dynamic_worse_2,Results,2021-09-14 19:16:18.940882,1,76.0,e5rgxdkc,0,0.1,Non_clairvoyant_dynamic_worse_2,0.0,17,76.0,2.0,2.0,16.0,0,0,0,1,0,0,4.0,0,1,0,0,0,0,32.0,8.0,0.0,3.0,0.0,1.0,2.0,16.0,2.0,26.0,1.0,1.0,5.0,0.0,5.0,66.0,68.0,76.0,7.6,8.0,1.0,1.0,1.0,7,17.6,0.0,0.0,1.0,0.0,4.0,4.0,2.0,1,0,0,4.0,1,0,4.0,8.0,2.0,3.0,1.0,0.0,2.0,0.0,-1.0,-1.0,0.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,3.0,1.0,5.0,5.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,25.0,5.0,,,,17,1,1,0914,2,
1,hpy7uuhi,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:47:53.966670,1,60.0,euvcknah,0,0.1,Static_mechanism_worse_1,0.0,1,60.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,,,,,,0.0,0.0,10.0,1.0,1.0,4.0,2.0,2.0,50.0,50.0,60.0,6.0,10.0,,,,5,16.0,0.0,0.0,,,4.0,4.0,6.0,0,0,1,6.0,0,1,12.0,12.0,,,,,,2.0,2.0,4.0,1.0,1.0,8.0,4.0,4.0,,,,6.0,,12.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,2.0,3.05,I based my decisions by the value and not giving up more than what I had.,I based my decisions on the amount of points I would be risking.,1,1,1,0914,3,
2,96vhltur,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:48:09.180570,1,74.0,euvcknah,0,0.1,Static_mechanism_worse_1,0.0,2,74.0,2.0,2.0,4.0,0,1,0,0,0,0,8.0,0,0,1,0,0,0,8.0,16.0,,,,,,2.0,6.0,24.0,1.0,1.0,4.0,2.0,2.0,52.0,58.0,74.0,7.4,16.0,,,,5,17.4,0.0,0.0,,,4.0,4.0,4.0,0,1,0,4.0,1,0,8.0,8.0,,,,,,0.0,0.0,0.0,1.0,1.0,8.0,4.0,4.0,,,,5.0,,4.0,2.0,,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,25.0,5.0,3.4,Based on true value greater than secret price,50 chance for true value to secret price,2,1,1,0914,3,
4,2kpdlt9g,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:48:27.526759,1,62.0,euvcknah,0,0.1,Static_mechanism_worse_1,0.0,4,62.0,2.0,2.0,4.0,0,1,0,0,0,0,4.0,0,1,0,0,0,0,8.0,8.0,,,,,,2.0,2.0,12.0,1.0,1.0,4.0,2.0,2.0,52.0,54.0,62.0,6.2,8.0,,,,6,16.2,0.0,0.0,,,4.0,4.0,6.0,0,0,1,4.0,1,0,12.0,8.0,,,,,,2.0,0.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,4.0,,5.0,2.0,,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,5.0,3.4,I made it based off the 50/50 most likely leading to the lower points number.,I made it based off the numbers thinking the weight would go higher since higher numbers were in play bringing the average number up.,4,1,1,0914,3,
6,ine6ere8,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:48:47.422970,1,55.0,euvcknah,0,0.1,Static_mechanism_worse_1,0.0,6,55.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,,,,,,0.0,0.0,5.0,1.0,1.0,4.0,2.0,2.0,50.0,50.0,55.0,5.5,5.0,,,,9,15.5,0.0,0.0,,,4.0,4.0,6.0,0,0,1,6.0,0,1,12.0,12.0,,,,,,2.0,2.0,4.0,1.0,1.0,8.0,4.0,4.0,,,,6.0,,12.0,4.0,,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,,,,6,1,1,0914,3,
8,awowm48g,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:49:05.442187,1,55.0,euvcknah,0,0.1,Static_mechanism_worse_1,0.0,8,55.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,,,,,,0.0,0.0,5.0,1.0,1.0,4.0,2.0,2.0,50.0,50.0,55.0,5.5,5.0,,,,6,15.5,0.0,0.0,,,4.0,4.0,6.0,0,0,1,6.0,0,1,12.0,12.0,,,,,,2.0,2.0,4.0,1.0,1.0,8.0,4.0,4.0,,,,7.0,,7.0,3.0,,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,8.0,3.2,Tried to bid the lowest possible.,By bidding the max number.,8,1,1,0914,3,
9,zqkywrki,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:49:13.836985,1,62.0,euvcknah,0,0.1,Static_mechanism_worse_1,0.0,9,62.0,2.0,2.0,2.0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,4.0,8.0,,,,,,0.0,2.0,12.0,1.0,1.0,4.0,2.0,2.0,50.0,52.0,62.0,6.2,10.0,,,,1,16.2,0.0,0.0,,,4.0,4.0,4.0,0,1,0,4.0,1,1,8.0,8.0,,,,,,0.0,0.0,0.0,1.0,1.0,8.0,4.0,4.0,,,,7.0,,6.0,3.0,,6.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,8.0,3.1,I kept in mind that even if my  number higher i would still get the item,Randomly choose,9,1,1,0914,3,
10,xkbqv4u2,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:49:20.928916,1,55.0,euvcknah,0,0.1,Static_mechanism_worse_1,0.0,10,55.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,,,,,,0.0,0.0,5.0,1.0,1.0,4.0,2.0,2.0,50.0,50.0,55.0,5.5,5.0,,,,8,15.5,0.0,0.0,,,4.0,4.0,6.0,0,0,1,4.0,1,1,12.0,8.0,,,,,,2.0,0.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,8.0,,5.0,4.0,,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,22.0,5.0,,,,10,1,1,0914,3,
11,piq4r2ya,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:49:31.414225,1,62.0,euvcknah,0,0.1,Static_mechanism_worse_1,0.0,11,62.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,,,,,,2.0,0.0,12.0,1.0,1.0,4.0,2.0,2.0,52.0,52.0,62.0,6.2,10.0,,,,1,16.2,0.0,0.0,,,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,,,,,,0.0,2.0,2.0,0.0,1.0,4.0,0.0,4.0,,,,1.0,,5.0,5.0,,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,21.0,8.0,3.44,Look at the value then determine how much to bid for,Look at the value then determine how much to bid for,11,1,1,0914,3,
12,nxca8e87,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:49:39.486517,1,60.0,euvcknah,0,0.1,Static_mechanism_worse_1,0.0,12,60.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,,,,,,2.0,0.0,10.0,1.0,1.0,4.0,2.0,2.0,52.0,52.0,60.0,6.0,8.0,,,,7,16.0,0.0,0.0,,,4.0,4.0,6.0,0,0,1,4.0,1,0,12.0,8.0,,,,,,2.0,0.0,2.0,1.0,0.0,4.0,4.0,0.0,,,,8.0,,3.0,5.0,,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,21.0,2.0,3.5,Randomly,As the probability increased I choose the more profitable option,12,1,1,0914,3,
13,krursgo8,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:49:47.162960,1,70.0,euvcknah,0,0.1,Static_mechanism_worse_1,0.0,13,70.0,2.0,2.0,4.0,0,1,0,0,0,0,4.0,0,1,0,0,0,0,8.0,8.0,,,,,,2.0,2.0,20.0,1.0,1.0,4.0,2.0,2.0,52.0,54.0,70.0,7.0,16.0,,,,5,17.0,0.0,0.0,,,4.0,4.0,6.0,0,0,1,6.0,0,1,12.0,12.0,,,,,,2.0,2.0,4.0,1.0,1.0,8.0,4.0,4.0,,,,7.0,,6.0,5.0,,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,21.0,8.0,3.5,I made the decision in the first period using only numbers that were greater than 4. I assumed that the secret value was less. ,I made the decision in the second period by using what seemed more favorable and likely. ,13,1,1,0914,3,
14,6r84hc9h,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:49:55.426472,1,72.0,euvcknah,0,0.1,Static_mechanism_worse_1,0.0,14,72.0,2.0,2.0,2.0,1,0,0,0,0,0,8.0,0,0,1,0,0,0,4.0,16.0,,,,,,0.0,6.0,22.0,1.0,1.0,4.0,2.0,2.0,50.0,56.0,72.0,7.2,16.0,,,,5,17.2,0.0,0.0,,,4.0,4.0,4.0,0,1,0,4.0,1,1,8.0,8.0,,,,,,0.0,0.0,0.0,1.0,1.0,8.0,4.0,4.0,,,,4.0,,4.0,2.0,,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,7.0,,I chose my personal value,"I chose a number that I thought was assigned to me, based off of a gut feeling.",14,1,1,0914,3,
15,hpn7nq5x,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:50:07.246205,1,58.0,euvcknah,0,0.1,Static_mechanism_worse_1,0.0,15,58.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,,,,,,0.0,0.0,8.0,1.0,1.0,4.0,2.0,2.0,50.0,50.0,58.0,5.8,8.0,,,,8,15.8,0.0,0.0,,,4.0,4.0,6.0,0,0,1,4.0,1,0,12.0,8.0,,,,,,2.0,0.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,9.0,,6.0,4.0,,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,,,,15,1,1,0914,3,
16,t0p553t1,0,25,24,Static_mechanism_worse_1,Results,2021-09-14 17:50:16.676190,1,55.0,euvcknah,0,0.1,Static_mechanism_worse_1,0.0,16,55.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,,,,,,0.0,0.0,5.0,1.0,1.0,4.0,2.0,2.0,50.0,50.0,55.0,5.5,5.0,,,,9,15.5,0.0,0.0,,,4.0,4.0,2.0,1,0,0,4.0,1,0,4.0,8.0,,,,,,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,,,,3.0,,8.0,4.0,,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,21.0,8.0,3.7,Based off highest percentage in chart.,Based off highest percentage in chart.,16,1,1,0914,3,
1,4yvlnij9,0,25,24,Static_mechanism_better_2,Results,2021-09-14 20:55:09.373623,1,68.0,wfvi32jv,0,0.1,Static_mechanism_better_2,0.0,1,68.0,2.0,2.0,2.0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,4.0,8.0,,,,,,0.0,2.0,18.0,1.0,1.0,4.0,2.0,2.0,50.0,52.0,68.0,6.8,16.0,,,,2,16.8,0.0,0.0,,,4.0,4.0,4.0,0,1,0,6.0,0,1,8.0,12.0,,,,,,0.0,2.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,6.0,,8.0,2.0,,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,23.0,5.0,,,,1,1,1,0914,4,
2,d5y0cac3,0,25,24,Static_mechanism_better_2,Results,2021-09-14 20:55:24.888196,1,57.0,wfvi32jv,0,0.1,Static_mechanism_better_2,0.0,2,57.0,2.0,2.0,2.0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,4.0,8.0,,,,,,0.0,2.0,7.0,0.0,1.0,2.0,0.0,2.0,50.0,52.0,57.0,5.7,5.0,,,,6,15.7,0.0,0.0,,,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,,,,,,0.0,2.0,2.0,0.0,1.0,4.0,0.0,4.0,,,,2.0,,6.0,0.0,,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,1.0,,,,2,1,1,0914,4,
3,w7h4jcqo,0,25,24,Static_mechanism_better_2,Results,2021-09-14 20:55:33.768452,1,64.0,wfvi32jv,0,0.1,Static_mechanism_better_2,0.0,3,64.0,2.0,2.0,8.0,0,0,1,0,0,0,2.0,1,0,0,0,0,0,16.0,4.0,,,,,,6.0,0.0,14.0,1.0,1.0,4.0,2.0,2.0,56.0,56.0,64.0,6.4,8.0,,,,9,16.4,0.0,0.0,,,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,,,,,,0.0,2.0,2.0,0.0,1.0,4.0,0.0,4.0,,,,3.0,,9.0,8.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,5.0,3.2,"I was trying to take some risk but still be somewhat conservative, in the event that I had bid too low I wouldn't have lost all of my money",I was willing to risk using more points for a higher chance of making some profit,3,1,1,0914,4,
6,vtfze0ps,0,25,24,Static_mechanism_better_2,Results,2021-09-14 20:56:00.317617,1,62.0,wfvi32jv,0,0.1,Static_mechanism_better_2,0.0,6,62.0,2.0,2.0,4.0,0,1,0,0,0,0,2.0,1,0,0,0,0,0,8.0,4.0,,,,,,2.0,0.0,12.0,1.0,1.0,4.0,2.0,2.0,52.0,52.0,62.0,6.2,10.0,,,,4,16.2,0.0,0.0,,,4.0,4.0,6.0,0,0,1,4.0,1,0,12.0,8.0,,,,,,2.0,0.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,4.0,,6.0,8.0,,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,3.0,I decided to pick option A with the lower chances,I decided to pick option B with the higher chances,6,1,1,0914,4,
7,onv90eez,0,25,24,Static_mechanism_better_2,Results,2021-09-14 20:56:08.698488,1,59.0,wfvi32jv,0,0.1,Static_mechanism_better_2,0.0,7,59.0,2.0,2.0,4.0,0,1,0,0,0,0,4.0,0,1,0,0,0,0,8.0,8.0,,,,,,2.0,2.0,9.0,1.0,1.0,4.0,2.0,2.0,52.0,54.0,59.0,5.9,5.0,,,,6,15.9,0.0,0.0,,,4.0,4.0,6.0,0,0,1,6.0,0,1,12.0,12.0,,,,,,2.0,2.0,4.0,1.0,1.0,8.0,4.0,4.0,,,,7.0,,6.0,8.0,,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,2.0,3.8,"I personally chose to always bet higher than my given value because if I bet too low, there was a chance of failure but betting high allowed me to have the best chance.",I used the same strategy as the first period but I paid close attention to the breakdown on the pie charts.,7,1,1,0914,4,
8,m24hdvw7,0,25,24,Static_mechanism_better_2,Results,2021-09-14 20:56:17.033079,1,68.0,wfvi32jv,0,0.1,Static_mechanism_better_2,0.0,8,68.0,2.0,2.0,2.0,1,0,0,0,0,0,4.0,0,1,0,0,0,0,4.0,8.0,,,,,,0.0,2.0,18.0,1.0,1.0,4.0,2.0,2.0,50.0,52.0,68.0,6.8,16.0,,,,1,16.8,0.0,0.0,,,4.0,4.0,2.0,1,0,0,4.0,1,0,4.0,8.0,,,,,,-2.0,0.0,-2.0,1.0,1.0,8.0,4.0,4.0,,,,4.0,,5.0,3.0,,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,2.0,,Trying to find a sweet spot in between the risk of not getting the item by underbidding and having negative points by overbidding.,I only accepted the risk of getting 5 points instead of a safer 10 or 8 when the chance of getting 16 points was at 30%,8,1,1,0914,4,
9,a0tahf86,0,25,24,Static_mechanism_better_2,Results,2021-09-14 20:56:25.333537,1,72.0,wfvi32jv,0,0.1,Static_mechanism_better_2,0.0,9,72.0,2.0,2.0,8.0,0,0,1,0,0,0,2.0,1,0,0,0,0,0,16.0,4.0,,,,,,6.0,0.0,22.0,1.0,1.0,4.0,2.0,2.0,56.0,56.0,72.0,7.2,16.0,,,,5,17.2,0.0,0.0,,,4.0,4.0,2.0,1,0,0,6.0,1,1,4.0,12.0,,,,,,0.0,2.0,2.0,0.0,1.0,4.0,0.0,4.0,,,,2.0,,7.0,7.0,,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.0,3.2,I did 1 over my true value,I looked at the probability of the profits for both choices a and b. If a have more gain and the probability was less than 5/10 I would choose a. If the probability was more than 5/10 and had more gain then I would choose option b. ,9,1,1,0914,4,
10,t8pzi6vq,0,25,24,Static_mechanism_better_2,Results,2021-09-14 20:56:32.969477,1,66.0,wfvi32jv,0,0.1,Static_mechanism_better_2,0.0,10,66.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,,,,,,0.0,0.0,16.0,1.0,1.0,4.0,2.0,2.0,50.0,50.0,66.0,6.6,16.0,,,,4,16.6,0.0,0.0,,,4.0,4.0,4.0,0,1,0,4.0,1,1,8.0,8.0,,,,,,0.0,0.0,0.0,1.0,1.0,8.0,4.0,4.0,,,,6.0,,6.0,4.0,,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,3.6,"It was kind of confusing because i assumed if i bid more money, I would get the item thus getting more points so thats how I based it off",Similar to the first,10,1,1,0914,4,
11,98x9s3jh,0,25,24,Static_mechanism_better_2,Results,2021-09-14 20:56:49.142494,1,60.0,wfvi32jv,0,0.1,Static_mechanism_better_2,0.0,11,60.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,,,,,,0.0,0.0,10.0,0.0,1.0,2.0,0.0,2.0,50.0,50.0,60.0,6.0,10.0,,,,5,16.0,0.0,0.0,,,4.0,4.0,4.0,0,1,0,4.0,1,0,8.0,8.0,,,,,,0.0,0.0,0.0,1.0,1.0,8.0,4.0,4.0,,,,8.0,,6.0,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,19.0,3.0,3.5,I didn't bother bidding much since there was almost no profit for the first period,The second period I bid more since I could make more of a profit and it was the last period to bid. ,11,1,1,0914,4,
12,p4o2mwvn,0,25,24,Static_mechanism_better_2,Results,2021-09-14 20:56:58.095771,1,58.0,wfvi32jv,0,0.1,Static_mechanism_better_2,0.0,12,58.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,,,,,,0.0,0.0,8.0,1.0,0.0,2.0,2.0,0.0,50.0,50.0,58.0,5.8,8.0,,,,10,15.8,0.0,0.0,,,4.0,4.0,2.0,1,0,0,4.0,1,1,4.0,8.0,,,,,,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,,,,1.0,,6.0,2.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,20.0,8.0,3.5,I just picked lucky number,I thought about the chances,12,1,1,0914,4,
13,0un20yx0,0,25,24,Static_mechanism_better_2,Results,2021-09-14 20:57:06.078703,1,74.0,wfvi32jv,0,0.1,Static_mechanism_better_2,0.0,13,74.0,2.0,2.0,8.0,0,0,1,0,0,0,4.0,0,1,0,0,0,0,16.0,8.0,,,,,,6.0,2.0,24.0,1.0,1.0,4.0,2.0,2.0,56.0,58.0,74.0,7.4,16.0,,,,3,17.4,0.0,0.0,,,4.0,4.0,6.0,0,0,1,4.0,1,0,12.0,8.0,,,,,,2.0,0.0,2.0,1.0,0.0,4.0,4.0,0.0,,,,5.0,,3.0,6.0,,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,3.7,I tried to bid a somewhat high amount but not too high.,I bid 4 pts since the true value was between 2-4.,13,1,1,0914,4,
14,wg7fhp7q,0,25,24,Static_mechanism_better_2,Results,2021-09-14 20:57:23.053158,1,55.0,wfvi32jv,0,0.1,Static_mechanism_better_2,0.0,14,55.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,,,,,,0.0,0.0,5.0,1.0,1.0,4.0,2.0,2.0,50.0,50.0,55.0,5.5,5.0,,,,6,15.5,0.0,0.0,,,4.0,4.0,2.0,1,0,0,6.0,0,1,4.0,12.0,,,,,,0.0,2.0,2.0,0.0,1.0,4.0,0.0,4.0,,,,2.0,,6.0,2.0,,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,,"I bid the max amount I was willing to pay, so that I would never have to pay over my private value. This way, as I would not pay my bid but the seller's value, I could only have gains or stay the same.",I chose the option with maximum expected value.,14,1,1,0914,4,
15,yvfgshgs,0,25,24,Static_mechanism_better_2,Results,2021-09-14 20:57:35.138004,1,64.0,wfvi32jv,0,0.1,Static_mechanism_better_2,0.0,15,64.0,2.0,2.0,8.0,0,0,1,0,0,0,2.0,1,0,0,0,0,0,16.0,4.0,,,,,,6.0,0.0,14.0,1.0,1.0,4.0,2.0,2.0,56.0,56.0,64.0,6.4,8.0,,,,9,16.4,0.0,0.0,,,4.0,4.0,6.0,0,0,1,4.0,1,1,12.0,8.0,,,,,,2.0,0.0,2.0,1.0,1.0,8.0,4.0,4.0,,,,7.0,,6.0,14.0,,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,23.0,5.0,,,,15,1,1,0914,4,
17,hjgk1mdl,0,25,24,Static_mechanism_better_2,Results,2021-09-14 20:57:52.388325,1,66.0,wfvi32jv,0,0.1,Static_mechanism_better_2,0.0,17,66.0,2.0,2.0,2.0,1,0,0,0,0,0,2.0,1,0,0,0,0,0,4.0,4.0,,,,,,0.0,0.0,16.0,1.0,1.0,4.0,2.0,2.0,50.0,50.0,66.0,6.6,16.0,,,,4,16.6,0.0,0.0,,,4.0,4.0,4.0,0,1,0,4.0,1,1,8.0,8.0,,,,,,0.0,0.0,0.0,1.0,1.0,8.0,4.0,4.0,,,,8.0,,6.0,4.0,,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,21.0,7.0,3.7,,,17,1,1,0914,4,
